id,business_name,verified_name,old_town,verified_town,old_category,verified_category,address,phone,website,status,action,notes
686,"Tending Joy Artisan Shop","","Chilmark","Chilmark","Shopping & Retail","Shopping & Retail","21 Marion's Way, Chilmark, Ma","(508) 560-1613","https://www.tendingjoy.com/","active","verified",""
687,"Kin MV","","Edgartown","Edgartown","Shopping & Retail","Shopping & Retail","
12A N Water St, Edgartown, MA 02539","(508) 939-4291","http://kinmv.com/","active","verified",""
688,"Hatmarcha Gifts","","Chilmark","Chilmark","Shopping & Retail","Shopping & Retail","19 Aquinnah Cir, Aquinnah, MA 02535","(508) 645-3704","https://www.hatmarchagifts.com/","active","verified",""
689,"Stony Creek Gifts","","Aquinnah","Aquinnah","Shopping & Retail","Shopping & Retail","27 Aquinnah Circle Cultural District, Aquinnah, MA","(508) 645-3595","https://business.mvy.com/memberdirectory/Details/stony-creek-gifts-2228705","active","verified",""
690,"Handworks","","Oak Bluffs","Oak Bluffs","Shopping & Retail","Shopping & Retail","12 Circuit Avenue Extension, Oak Bluffs, MA 02557","(508) 627-8402","https://www.handworksgifts.com/","active","verified",""
691,"Olive Branch Fair Trade","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","
43a Main St, Vineyard Haven, MA 02568","(774) 563-3083","http://www.olivebranchfairtrade.org/","active","verified",""
692,"Harbor Craft Shop","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","Box 1698
Vineyard Haven, MA 02568","(508) 645-2929","https://business.mvy.com/memberdirectory/Details/harbor-craft-shop-2286320","active","verified",""
693,"Neptune's Sea Chest","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","Box 1698
Vineyard Haven, MA 02568","(508) 693-0316","https://business.mvy.com/memberdirectory/Details/the-sea-chest-2286577","active","verified",""
694,"Off Main","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","76 Main St, Vineyard Haven, MA 02568","(508) 696-5354","https://gomarthasvineyard.com/directory/main","active","verified",""
695,"C'est La Vie","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","208, Vineyard Haven MA 02568","(508) 693-6181","https://gomarthasvineyard.com","active","verified",""
696,"Mardell's Gifts & Jewelry","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","Box 1698
Vineyard Haven, MA 02568","(508) 693-0049","https://business.mvy.com/memberdirectory/Details/mardell-s-gifts-jewelry-2286091","active","verified",""
697,"The Beach House of MV","","Vineyard Haven","Vineyard Haven","Shopping & Retail","Shopping & Retail","30 Main St, Vineyard Haven, MA 02568","(508) 693-6091","https://thebeachhouseofmv.com/","active","verified",""
699,"The Sweet Life Cafe","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","","","","active","verified",""
701,"The Barn Bowl And Bistro","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","","","","active","verified",""
702,"9 Craft Kitchen & Bar","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","9 Oak Bluffs Ave, Oak Bluffs, MA 02557","","","active","verified",""
703,"Détente","","Edgartown","Edgartown","Restaurant","Restaurant","","","","active","verified",""
704,"Beach Road Restaurant","","Vineyard Haven","Vineyard Haven","Restaurant","Restaurant","79 Beach Rd, Vineyard Haven, MA 02568","","","active","verified",""
706,"19 Raw Oyster Bar","","Edgartown","Edgartown","Restaurant","Restaurant","","","","active","verified",""
707,"Larsen's Fish Market","","Chilmark","Chilmark","Restaurant","Restaurant","","","","active","verified",""
708,"Nomans","","Edgartown","Edgartown","Restaurant","Restaurant","","","","active","verified",""
709,"Black Joy Kitchen","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","","","","active","verified",""
710,"Biscuits","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","26 Lake Ave, Oak Bluffs, MA 02557","(508) 693-2033","https://www.mvbiscuits.com/","active","verified",""
711,"Red Cat Kitchen","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","Oak Bluffs, MA 02557","(508) 696-6040","https://www.redcatkitchen.com/","active","verified",""
712,"Atria","","Edgartown","Edgartown","Restaurant","Restaurant","137 Main St, Edgartown, MA 02539","(508) 627-5850","https://www.atriamv.com/","active","verified",""
713,"Mo's Lunch","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","9744137 Vineyard Ave, Oak Bluffs, MA 02557","(508) 687-9744","https://www.moslunch.com/","active","verified",""
714,"The Pawnee House","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","277020 Kennebec Ave, HOak Bluffs, MA 02557","(508) 338-2770","https://www.thepawneehousemv.com/","active","verified",""
715,"The Grey Barn & Farm","","Chilmark","Chilmark","Restaurant","Restaurant","22 South Road, Chilmark, MA 02535","(508) 645-4854","https://www.thegreybarnandfarm.com/","active","verified",""
716,"The Pelican Club","","Edgartown","Edgartown","Restaurant","Restaurant","23 Kelly St, Edgartown, MA 02539","(508) 627-6336","https://www.farawaymarthasvineyard.com/pelican-club","active","verified",""
717,"Tigerhawk Sandwich Co.","","Vineyard Haven","Vineyard Haven","Restaurant","Restaurant","7306
12B Circuit Ave, 
Oak Bluffs, MA 02568","(508) 338-7306","https://www.tigerhawkmv.com/","active","verified",""
718,"Beetlebung Farm","","Chilmark","Chilmark","Restaurant","Restaurant","0































































        Skip to Content
      



























        The Farm
      




        ABOUT
      





                  Hours and Location
                





                  Join Our Team
                







        Special Orders
      





                  Saturday Suppers
                





                  Bakery Preorders
                





                  Down Island Bread Pick-Up
                






        Programs
      



        Gallery
      



        Media
      
















Open Menu
Close Menu




























        The Farm
      




        ABOUT
      





                  Hours and Location
                





                  Join Our Team
                







        Special Orders
      





                  Saturday Suppers
                





                  Bakery Preorders
                





                  Down Island Bread Pick-Up
                






        Programs
      



        Gallery
      



        Media
      
















Open Menu
Close Menu
























                  The Farm
                





Folder:
ABOUT







Back





                        Hours and Location
                      





                        Join Our Team
                      







Folder:
Special Orders







Back





                        Saturday Suppers
                      





                        Bakery Preorders
                      





                        Down Island Bread Pick-Up
                      







                  Programs
                





                  Gallery
                





                  Media
                
























A regenerative farm in the heart of Chilmark, Martha's Vineyard,","","https://www.beetlebungfarm.org/","active","verified",""
719,"Martha's Vineyard Pizza","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","12 Circuit Ave, Oak Bluffs, MA 02557","","http://marthasvineyardpizza.com","active","verified",""
720,"Art Cliff Diner","","Vineyard Haven","Vineyard Haven","Restaurant","Restaurant","39 Beach Rd, Vineyard Haven, MA 02568","","http://artcliffdiner.com","active","verified",""
721,"Edgartown Pizza 🍕","","Edgartown","Edgartown","Restaurant","Restaurant","","(508) 627-7770","http://edgartownpizza.com","active","verified",""
722,"Edgartown Diner 🍨","","Edgartown","Edgartown","Restaurant","Restaurant","","(508) 627-9337","https://edgartowndiner.com","active","verified",""
723,"Rosie's Frozen Yogurt","","Oak Bluffs","Oak Bluffs","Restaurant","Restaurant","6 Circuit Ave, Oak Bluffs, MA 02557","","https://rosiesfrozenyogurt.com","active","verified",""
724,"Alchemy","","Edgartown","Edgartown","Restaurant","Restaurant","71 Main Street, Edgartown, MA 02539","(508) 627-9999","https://www.alchemyedgartown.com/","active","verified",""
726,"John's Fish Market","","Vineyard Haven","Vineyard Haven","Restaurant","Restaurant","5 Martin Rd, Vineyard Haven, MA 02568","(508) 693-1220","https://johnsfishmarket.com/","active","verified",""
728,"La Strada","","Edgartown","Edgartown","Restaurant","Restaurant","51 Main St, Edgartown, MA 02539","","","active","verified",""
729,"Model Deli","","West Tisbury","West Tisbury","Restaurant","Restaurant","688 State Rd, West Tisbury, MA 02575","","https://www.mvtimes.com/2024/10/16/model-deli-model-deliciousness/","active","verified",""
730,"The Attic","","Vineyard Haven","Vineyard Haven","Restaurant","Restaurant","944882 Main Street Floor 2, Vineyard Haven, MA 02568","(508) 687-9448","https://www.theatticmv.com/","active","verified",""
